GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0043062	extracellular structure organization	1.09e-59	1.09e-59	1	DCN,PHLDB1,TIMP2,VCAN,ELN,COL11A1,ACTN1,FSCN1,FBLN1,FAP,COL5A3,PLOD1,COL16A1,ADAMTS2,MMP2,NID2,LAMB1,COL9A3,MMP11,COMP,SERPINE1,SPOCK2,COL1A1,VWF,COL12A1,LAMA4,LOX,SPARC,COL7A1,EFEMP1,FN1,SDC1,NID1,MFAP2,LTBP2,TGFB3,TGFBI,FMOD,RECK,MMP19,COL10A1,BMP4,BMP2,KDR,LOXL1,PXDN,COL5A1,MATN3,POSTN,MYH11,LOXL2,LRP4,COL4A2,CD36,AGT,THBS1,ITGA11,CYP1B1,ADAMTS14,LUM,FBLN5,COL6A1,COL6A2,APP,HSPG2,ITGA10,CTSK,COL8A1,PHLDB2,CASK,SERPINH1,ITGB1,ADAMTS5,MMP14,CREB3L1,ADAMTS4,ITGA5,VCAM1,DDR2,COL6A3,FBLN2,ITGA2,COL1A2,JAM3,FBN1,MFAP4,GREM1,TNXB,BMP1,COL3A1,NPNT,SDC2,HAS2,COL8A2,EFEMP2,SH3PXD2B,PLEC,BGN,FLRT2,COL4A1,COL14A1,COL4A5,SULF2,COL27A1,COL4A6,MFAP5,DPP4,COL5A2,COL15A1,COL6A6,ITGA1
GO:0030198	extracellular matrix organization	7.48e-60	7.48e-60	1	DCN,PHLDB1,TIMP2,VCAN,ELN,COL11A1,ACTN1,FSCN1,FBLN1,FAP,COL5A3,PLOD1,COL16A1,ADAMTS2,MMP2,NID2,LAMB1,COL9A3,MMP11,COMP,SERPINE1,SPOCK2,COL1A1,VWF,COL12A1,LAMA4,LOX,SPARC,COL7A1,EFEMP1,FN1,SDC1,NID1,MFAP2,LTBP2,TGFB3,TGFBI,FMOD,RECK,MMP19,COL10A1,BMP4,BMP2,KDR,LOXL1,PXDN,COL5A1,MATN3,POSTN,MYH11,LOXL2,LRP4,COL4A2,CD36,AGT,THBS1,ITGA11,CYP1B1,ADAMTS14,LUM,FBLN5,COL6A1,COL6A2,APP,HSPG2,ITGA10,CTSK,COL8A1,PHLDB2,CASK,SERPINH1,ITGB1,ADAMTS5,MMP14,CREB3L1,ADAMTS4,ITGA5,VCAM1,DDR2,COL6A3,FBLN2,ITGA2,COL1A2,JAM3,FBN1,MFAP4,GREM1,TNXB,BMP1,COL3A1,NPNT,SDC2,HAS2,COL8A2,EFEMP2,SH3PXD2B,PLEC,BGN,FLRT2,COL4A1,COL14A1,COL4A5,SULF2,COL27A1,COL4A6,MFAP5,DPP4,COL5A2,COL15A1,COL6A6,ITGA1
GO:0071711	basement membrane organization	1.19e-04	1.19e-04	1	PHLDB1,NID2,NID1,PHLDB2,FLRT2,COL4A1
GO:0097435	fibril organization	1.50e-02	1.50e-02	1	LTBP2,COL5A1,CD36,MFAP4,COL3A1
GO:0043206	extracellular fibril organization	9.51e-03	9.51e-03	1	LTBP2,COL5A1,MFAP4,COL3A1
GO:0022617	extracellular matrix disassembly	3.75e-24	3.75e-24	1	DCN,TIMP2,ELN,COL11A1,FSCN1,FAP,COL5A3,COL16A1,MMP2,LAMB1,COL9A3,MMP11,COL1A1,COL12A1,COL7A1,FN1,NID1,MMP19,COL10A1,COL5A1,COL4A2,COL6A1,COL6A2,HSPG2,CTSK,COL8A1,ADAMTS5,MMP14,ADAMTS4,DDR2,COL6A3,COL1A2,FBN1,BMP1,COL3A1,COL8A2,SH3PXD2B,COL4A1,COL14A1,COL4A5,COL4A6,DPP4,COL5A2,COL15A1,COL6A6
GO:0030199	collagen fibril organization	1.20e-12	1.20e-12	1	COL11A1,COL5A3,COL1A1,COL12A1,COL5A1,LOXL2,CYP1B1,LUM,SERPINH1,DDR2,COL1A2,GREM1,COL3A1,COL14A1,COL5A2
GO:0085029	extracellular matrix assembly	5.32e-05	5.32e-05	1	PHLDB1,MYH11,AGT,FBLN5,PHLDB2,MFAP4,TNXB,HAS2
GO:0048251	elastic fiber assembly	2.82e-04	2.82e-04	1	MYH11,FBLN5,MFAP4,TNXB
GO:1903053	regulation of extracellular matrix organization	7.63e-04	7.63e-04	1	PHLDB1,FSCN1,FAP,AGT,PHLDB2,DDR2,DPP4
GO:1903055	positive regulation of extracellular matrix organization	2.05e-02	2.05e-02	1	PHLDB1,FSCN1,PHLDB2,DDR2
GO:0010715	regulation of extracellular matrix disassembly	1.43e-02	1.43e-02	1	FSCN1,FAP,DDR2,DPP4
GO:0008037	cell recognition	7.40e-03	7.40e-03	1	VCAN,EPHA3,NRCAM,PVRL1,SEMA5A,PCDH12,RTN4,CCL21,APP,COLEC12,CDK5R1,NTM,ROBO2
GO:0008038	neuron recognition	2.58e-06	2.58e-06	1	EPHA3,NRCAM,SEMA5A,PCDH12,RTN4,APP,CDK5R1,NTM,ROBO2
GO:0007413	axonal fasciculation	1.11e-03	1.11e-03	1	EPHA3,NRCAM,SEMA5A,RTN4,CDK5R1
GO:0010942	positive regulation of cell death	9.70e-04	9.70e-04	1	MARK4,NGFR,FAP,PLEKHG2,ABL1,GADD45B,SFRP1,BNIP3L,CAV1,SFRP4,SEPT4,RASGRF2,F3,TGFB3,TNFRSF8,INHBA,PTGIS,SOX4,BMP4,BMP2,AGT,THBS1,CYP1B1,ADAMTSL4,RHOB,SLIT2,SFRP2,HMGA2,ITGB1,LATS2,DLC1,DAPK3,AKAP13,SOX7,CDK5R1,F2R,DAPK1,TGM2,HBA1,MLLT11,PNMA2,ECSCR
GO:0043068	positive regulation of programmed cell death	8.13e-04	8.13e-04	1	MARK4,NGFR,FAP,PLEKHG2,ABL1,GADD45B,SFRP1,BNIP3L,CAV1,SFRP4,SEPT4,RASGRF2,F3,TGFB3,TNFRSF8,INHBA,PTGIS,SOX4,BMP4,BMP2,AGT,THBS1,CYP1B1,ADAMTSL4,RHOB,SLIT2,SFRP2,HMGA2,ITGB1,LATS2,DLC1,DAPK3,AKAP13,SOX7,CDK5R1,F2R,DAPK1,TGM2,MLLT11,PNMA2,ECSCR
GO:0043065	positive regulation of apoptotic process	1.28e-03	1.28e-03	1	NGFR,FAP,PLEKHG2,ABL1,GADD45B,SFRP1,BNIP3L,CAV1,SFRP4,SEPT4,RASGRF2,F3,TGFB3,TNFRSF8,INHBA,PTGIS,SOX4,BMP4,BMP2,AGT,THBS1,CYP1B1,ADAMTSL4,RHOB,SLIT2,SFRP2,HMGA2,ITGB1,LATS2,DLC1,DAPK3,AKAP13,SOX7,CDK5R1,F2R,DAPK1,TGM2,MLLT11,PNMA2,ECSCR
GO:0060021	palate development	1.62e-03	1.62e-03	1	TCF21,TGFB3,INHBA,FOXF2,SKI,TGFBR2,SOX11,CLDN5
GO:0090030	regulation of steroid hormone biosynthetic process	1.93e-02	1.93e-02	1	DKK3,BMP2,BMP6
GO:0008212	mineralocorticoid metabolic process	2.05e-02	2.05e-02	1	DKK3,BMP2,BMP6,CACNA1H
GO:0006705	mineralocorticoid biosynthetic process	2.05e-02	2.05e-02	1	DKK3,BMP2,BMP6,CACNA1H
GO:0046184	aldehyde biosynthetic process	3.81e-02	3.81e-02	1	DKK3,BMP2,BMP6,CACNA1H
GO:0032341	aldosterone metabolic process	5.96e-03	5.96e-03	1	DKK3,BMP2,BMP6,CACNA1H
GO:0032344	regulation of aldosterone metabolic process	1.93e-02	1.93e-02	1	DKK3,BMP2,BMP6
GO:0010566	regulation of ketone biosynthetic process	4.98e-02	4.98e-02	1	DKK3,BMP2,BMP6
GO:0032342	aldosterone biosynthetic process	5.96e-03	5.96e-03	1	DKK3,BMP2,BMP6,CACNA1H
GO:0032347	regulation of aldosterone biosynthetic process	1.93e-02	1.93e-02	1	DKK3,BMP2,BMP6
GO:0060322	head development	6.41e-06	6.41e-06	1	GLI2,LAMB1,SMARCA1,CRISPLD2,CDK6,LHX6,SEMA5A,RTN4,TGFB3,CRISPLD1,INHBA,EGR2,BMP4,BMP2,SMO,NES,WNT2B,SLIT2,NLGN4X,NTRK2,SKI,SHROOM4,TGFBR2,DLC1,COL3A1,CDK5R1,BASP1,NOG,CLDN5,ROBO2,COL4A1,APOD,PCDH18,FAT4,AQP1
GO:0010171	body morphogenesis	2.43e-03	2.43e-03	1	PHLDB1,CRISPLD2,TGFB3,CRISPLD1,PHLDB2,SKI,CLDN5
GO:0060324	face development	1.95e-02	1.95e-02	1	CRISPLD2,TGFB3,CRISPLD1,SKI,CLDN5
GO:0060323	head morphogenesis	1.14e-02	1.14e-02	1	CRISPLD2,TGFB3,CRISPLD1,SKI,CLDN5
GO:0060325	face morphogenesis	8.40e-03	8.40e-03	1	CRISPLD2,TGFB3,CRISPLD1,SKI,CLDN5
GO:0007417	central nervous system development	1.14e-04	1.14e-04	1	GPR124,VCAN,GLI2,CHRD,NRCAM,LAMB1,SMARCA1,CDK6,LHX6,SEMA5A,RTN4,PKD2,INHBA,EGR2,SOX4,BMP4,BMP2,SMO,NES,DCLK1,WNT2B,SLIT2,NLGN4X,NTRK2,SPOCK1,PRDM8,SKI,SHROOM4,TGFBR2,DLC1,COL3A1,CDK5R1,BASP1,SOX11,NOG,ROBO2,COL4A1,APOD,PCDH18,FAT4,AQP1
GO:0021953	central nervous system neuron differentiation	3.95e-02	3.95e-02	1	GLI2,LHX6,INHBA,SOX4,SLIT2,NTRK2,SPOCK1,ROBO2
GO:0007420	brain development	8.97e-05	8.97e-05	1	GLI2,LAMB1,SMARCA1,CDK6,LHX6,SEMA5A,RTN4,INHBA,EGR2,BMP4,BMP2,SMO,NES,WNT2B,SLIT2,NLGN4X,NTRK2,SKI,SHROOM4,TGFBR2,DLC1,COL3A1,CDK5R1,BASP1,NOG,ROBO2,COL4A1,APOD,PCDH18,FAT4,AQP1
GO:0030900	forebrain development	2.50e-05	2.50e-05	1	GLI2,LAMB1,CDK6,LHX6,SEMA5A,RTN4,INHBA,BMP4,BMP2,SMO,WNT2B,SLIT2,NTRK2,SKI,DLC1,COL3A1,ROBO2,FAT4,AQP1
GO:0021537	telencephalon development	1.30e-04	1.30e-04	1	LAMB1,CDK6,LHX6,RTN4,INHBA,BMP4,BMP2,SLIT2,NTRK2,SKI,COL3A1,ROBO2,FAT4,AQP1
GO:0021543	pallium development	1.53e-02	1.53e-02	1	LAMB1,CDK6,LHX6,RTN4,SLIT2,NTRK2,COL3A1,FAT4
GO:0021987	cerebral cortex development	2.27e-02	2.27e-02	1	LAMB1,LHX6,RTN4,SLIT2,NTRK2,COL3A1,FAT4
GO:0021795	cerebral cortex cell migration	3.81e-02	3.81e-02	1	LAMB1,LHX6,RTN4,SLIT2
GO:0021799	cerebral cortex radially oriented cell migration	3.24e-02	3.24e-02	1	LAMB1,LHX6,RTN4
GO:0048017	inositol lipid-mediated signaling	4.45e-03	4.45e-03	1	FYN,IGF1,HGF,FGFR3,NEDD4,UNC5B,FGF1,PDGFRB,TEK,TWIST1,NR4A1,KDR,PDGFRA,AGT,FGF7,NTRK2,KIT,IRS1,PDGFD,SELP,F2R
GO:0048015	phosphatidylinositol-mediated signaling	4.13e-03	4.13e-03	1	FYN,IGF1,HGF,FGFR3,NEDD4,UNC5B,FGF1,PDGFRB,TEK,TWIST1,NR4A1,KDR,PDGFRA,AGT,FGF7,NTRK2,KIT,IRS1,PDGFD,SELP,F2R
GO:0014065	phosphatidylinositol 3-kinase signaling	7.59e-05	7.59e-05	1	IGF1,HGF,NEDD4,UNC5B,PDGFRB,TEK,TWIST1,KDR,PDGFRA,AGT,NTRK2,KIT,IRS1,PDGFD,SELP,F2R
GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	2.60e-06	2.60e-06	1	IGF1,HGF,NEDD4,UNC5B,PDGFRB,TEK,TWIST1,KDR,PDGFRA,AGT,NTRK2,KIT,PDGFD,SELP,F2R
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	7.36e-07	7.36e-07	1	IGF1,HGF,NEDD4,UNC5B,PDGFRB,TEK,KDR,PDGFRA,AGT,NTRK2,KIT,PDGFD,SELP,F2R
GO:0051098	regulation of binding	2.21e-02	2.21e-02	1	IGF1,BAMBI,ABL1,CAV1,MDFI,TWIST1,BMP4,BMP2,SMO,NES,HMGA2,DAB2,SKI,HAND2,HEY1,DACT1,SOX11,NOG,PLN
GO:0051101	regulation of DNA binding	3.25e-02	3.25e-02	1	IGF1,MDFI,TWIST1,SMO,HMGA2,SKI,HAND2,HEY1,SOX11
GO:2000677	regulation of transcription regulatory region DNA binding	9.90e-03	9.90e-03	1	IGF1,TWIST1,HMGA2,HAND2,HEY1,SOX11
GO:2000679	positive regulation of transcription regulatory region DNA binding	9.51e-03	9.51e-03	1	IGF1,TWIST1,HMGA2,HAND2
GO:0051100	negative regulation of binding	4.92e-02	4.92e-02	1	CAV1,MDFI,SMO,NES,HMGA2,DAB2,HEY1,DACT1,SOX11,NOG,PLN
GO:0051099	positive regulation of binding	1.72e-02	1.72e-02	1	IGF1,BAMBI,ABL1,CAV1,TWIST1,BMP4,BMP2,HMGA2,SKI,HAND2,DACT1
GO:0007422	peripheral nervous system development	4.61e-02	4.61e-02	1	ETV1,GPC1,PMP22,EGR2,SKI,RUNX1
GO:0046639	negative regulation of alpha-beta T cell differentiation	4.98e-02	4.98e-02	1	GLI3,TNFSF4,SOCS5
GO:0071305	cellular response to vitamin D	4.98e-02	4.98e-02	1	SNAI2,SFRP1,KANK2
GO:0046323	glucose import	2.36e-02	2.36e-02	1	IGF1,NGFR,SORBS1,RARRES2,PID1,IRS1,SLC2A10,ENPP1
GO:0044381	glucose import in response to insulin stimulus	2.05e-02	2.05e-02	1	NGFR,RARRES2,PID1,IRS1
GO:0046324	regulation of glucose import	2.65e-02	2.65e-02	1	IGF1,NGFR,SORBS1,RARRES2,PID1,IRS1,ENPP1
GO:2001273	regulation of glucose import in response to insulin stimulus	2.05e-02	2.05e-02	1	NGFR,RARRES2,PID1,IRS1
GO:0048010	vascular endothelial growth factor receptor signaling pathway	2.86e-04	2.86e-04	1	FYN,FLT4,BCAR1,FGFR3,NEDD4,RASAL2,CAV1,SHB,RASGRF2,FGF1,PDGFRB,NRP2,PGF,TEK,ITPR2,PLCG1,KDR,SHC2,DLG4,KRAS,PDGFRA,FGF7,IL17RD,VEGFC,ANGPT1,KIT,ITGA5,SPRED1,IRS1,SPHK1,CDH5,RASA3,MAPK12
GO:0019932	second-messenger-mediated signaling	5.54e-03	5.54e-03	1	IGF1,JPH4,RASD2,DMPK,PDE4D,PKD2,ITPR2,PLCG1,EDN2,KDR,CD36,AGT,THBS1,JPH2,CACNA1C,PTGIR,VCAM1,RCAN2,SELP,SPHK1,PDE2A
GO:0019722	calcium-mediated signaling	2.53e-02	2.53e-02	1	IGF1,JPH4,DMPK,PDE4D,PKD2,PLCG1,EDN2,KDR,JPH2,CACNA1C,VCAM1,RCAN2,SELP,SPHK1
GO:0016055	Wnt signaling pathway	3.18e-09	3.18e-09	1	MARK4,SNAI2,DKK3,CDK14,FERMT2,BAMBI,SFRP1,CAV1,SFRP4,GLI3,COL1A1,CPE,MDFI,PTK7,BICC1,LRP1,SOX4,BMP2,WNT2B,LRP4,PRICKLE1,NKD1,SFRP2,NKD2,LATS2,DIXDC1,TCF7L1,DAB2,APCDD1,DKK2,FZD7,FZD1,SKI,DACT1,GREM1,DAPK3,TMEM88,SOX7,MCC,HIC1,FZD2,NOG,TMEM198,SULF2,DACT3
GO:0035567	non-canonical Wnt signaling pathway	9.89e-05	9.89e-05	1	SFRP1,SFRP4,NKD1,SFRP2,DAB2,FZD7,FZD1,DACT1,FZD2
GO:0060070	canonical Wnt signaling pathway	1.35e-07	1.35e-07	1	SNAI2,DKK3,CDK14,BAMBI,SFRP1,CAV1,SFRP4,GLI3,COL1A1,PTK7,BICC1,SOX4,BMP2,WNT2B,LRP4,PRICKLE1,NKD1,SFRP2,NKD2,LATS2,DIXDC1,TCF7L1,DAB2,DKK2,FZD7,FZD1,DACT1,GREM1,DAPK3,TMEM88,SOX7,MCC,FZD2,NOG,TMEM198
GO:0030111	regulation of Wnt signaling pathway	4.85e-09	4.85e-09	1	SNAI2,DKK3,CDK14,BAMBI,SFRP1,CAV1,SFRP4,GLI3,COL1A1,MDFI,BICC1,LRP1,SOX4,BMP2,WNT2B,LRP4,PRICKLE1,NKD1,SFRP2,NKD2,LATS2,DIXDC1,TCF7L1,DAB2,APCDD1,DKK2,FZD1,SKI,DACT1,GREM1,DAPK3,TMEM88,SOX7,MCC,HIC1,FZD2,NOG,TMEM198,SULF2,DACT3
GO:2000050	regulation of non-canonical Wnt signaling pathway	1.81e-03	1.81e-03	1	SFRP1,NKD1,DAB2,DACT1
GO:0060828	regulation of canonical Wnt signaling pathway	1.54e-07	1.54e-07	1	SNAI2,DKK3,CDK14,BAMBI,SFRP1,CAV1,SFRP4,GLI3,COL1A1,BICC1,SOX4,BMP2,WNT2B,LRP4,PRICKLE1,NKD1,SFRP2,NKD2,LATS2,DIXDC1,DAB2,DKK2,FZD1,DACT1,GREM1,DAPK3,TMEM88,SOX7,MCC,FZD2,NOG,TMEM198
GO:0030178	negative regulation of Wnt signaling pathway	3.58e-06	3.58e-06	1	SNAI2,DKK3,SFRP1,CAV1,SFRP4,GLI3,MDFI,BICC1,LRP1,BMP2,LRP4,PRICKLE1,NKD1,SFRP2,NKD2,LATS2,DAB2,APCDD1,DKK2,DACT1,GREM1,TMEM88,MCC,HIC1,NOG,DACT3
GO:0090090	negative regulation of canonical Wnt signaling pathway	1.12e-04	1.12e-04	1	SNAI2,DKK3,SFRP1,CAV1,SFRP4,GLI3,BICC1,BMP2,LRP4,PRICKLE1,NKD1,SFRP2,NKD2,LATS2,DAB2,DKK2,DACT1,GREM1,TMEM88,MCC,NOG
GO:0030177	positive regulation of Wnt signaling pathway	4.04e-04	4.04e-04	1	BAMBI,SFRP1,CAV1,SFRP4,COL1A1,SOX4,BMP2,WNT2B,NKD1,SFRP2,DIXDC1,DAB2,DKK2,FZD1,SKI,DACT1,DAPK3,FZD2,TMEM198,SULF2
GO:2000052	positive regulation of non-canonical Wnt signaling pathway	4.19e-03	4.19e-03	1	SFRP1,NKD1,DAB2
GO:0090263	positive regulation of canonical Wnt signaling pathway	2.33e-02	2.33e-02	1	BAMBI,SFRP1,CAV1,SFRP4,COL1A1,SOX4,WNT2B,SFRP2,DIXDC1,DKK2,FZD1,DAPK3,FZD2,TMEM198
GO:2000095	regulation of Wnt signaling pathway, planar cell polarity pathway	1.01e-02	1.01e-02	1	NKD1,DAB2,DACT1
GO:0071605	monocyte chemotactic protein-1 production	3.24e-02	3.24e-02	1	C1QTNF3,TWIST1,APOD
GO:0071637	regulation of monocyte chemotactic protein-1 production	3.24e-02	3.24e-02	1	C1QTNF3,TWIST1,APOD
GO:0000188	inactivation of MAPK activity	2.49e-02	2.49e-02	1	CAV1,RGS4,DUSP1,SPRED1,SPRED2
GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator	1.90e-02	1.90e-02	1	SNAI2,TWIST1,SNAI1,SPRED1,HIC1,SPRED2
GO:0038127	ERBB signaling pathway	1.21e-02	1.21e-02	1	RHBDF1,FYN,BCAR1,FGFR3,RASAL2,RASGRF2,FGF1,PDGFRB,EFEMP1,ERRFI1,TEK,ITPR2,NR4A1,PLCG1,SHC2,DLG4,KRAS,PDGFRA,AGT,SPRY2,FGF7,APP,IL17RD,ADAM12,ADRA2A,ANGPT1,KIT,SPRY1,SPRED1,IRS1,SOCS5,RASA3,ITGA1
GO:0007173	epidermal growth factor receptor signaling pathway	9.12e-03	9.12e-03	1	RHBDF1,FYN,BCAR1,FGFR3,RASAL2,RASGRF2,FGF1,PDGFRB,EFEMP1,ERRFI1,TEK,ITPR2,NR4A1,PLCG1,SHC2,DLG4,KRAS,PDGFRA,AGT,SPRY2,FGF7,APP,IL17RD,ADAM12,ADRA2A,ANGPT1,KIT,SPRY1,SPRED1,IRS1,SOCS5,RASA3,ITGA1
GO:0043491	protein kinase B signaling	4.90e-02	4.90e-02	1	IGF1,RASD2,SEMA5A,F3,TEK,SPRY2,CCL21,THBS1,EPHA2,ANGPT1,IGF2,MC1R
GO:0051896	regulation of protein kinase B signaling	4.51e-02	4.51e-02	1	RASD2,SEMA5A,F3,TEK,SPRY2,CCL21,THBS1,EPHA2,ANGPT1,IGF2,MC1R
GO:0051897	positive regulation of protein kinase B signaling	7.92e-03	7.92e-03	1	RASD2,SEMA5A,F3,TEK,SPRY2,CCL21,THBS1,ANGPT1,IGF2,MC1R
GO:0051056	regulation of small GTPase mediated signal transduction	8.43e-03	8.43e-03	1	RHOBTB2,IGF1,RHOBTB1,RASAL2,ARHGAP28,PLEKHG2,SYDE1,CHN2,RASGRF2,DEPDC7,ARHGAP24,RHOB,SLIT2,DLC1,COL3A1,AKAP13,F2R,RASA3,STMN3,LPAR1,ARHGAP23
GO:0010817	regulation of hormone levels	7.74e-03	7.74e-03	1	CYP26B1,HSD17B6,DKK3,PTPRN,C1QTNF3,IL11,PCSK5,SFRP1,RAB11FIP2,CPE,SLC2A1,INHBA,ITPR2,SOX4,BMP2,LIF,ALDH1A2,RAB11FIP5,AGT,CYP1B1,CORIN,ADRA2A,CACNA1C,BMP6,IRS1,NLGN2,C1QTNF1,SOX11,ALDH1A3,MME,CACNA1H
GO:0032881	regulation of polysaccharide metabolic process	2.77e-02	2.77e-02	1	IGF1,SORBS1,IGF2,IRS1,PPP1R3B,ENPP1
GO:0010962	regulation of glucan biosynthetic process	2.49e-02	2.49e-02	1	IGF1,SORBS1,IGF2,IRS1,ENPP1
GO:0070873	regulation of glycogen metabolic process	7.78e-03	7.78e-03	1	IGF1,SORBS1,IGF2,IRS1,PPP1R3B,ENPP1
GO:0070875	positive regulation of glycogen metabolic process	2.84e-02	2.84e-02	1	IGF1,SORBS1,IGF2,IRS1
GO:0005979	regulation of glycogen biosynthetic process	2.49e-02	2.49e-02	1	IGF1,SORBS1,IGF2,IRS1,ENPP1
GO:0045725	positive regulation of glycogen biosynthetic process	2.05e-02	2.05e-02	1	IGF1,SORBS1,IGF2,IRS1
GO:0014812	muscle cell migration	1.62e-03	1.62e-03	1	IGF1,SERPINE1,PDGFRB,IGFBP5,PLAU,LRP1,TPM1,SLIT2
GO:0014909	smooth muscle cell migration	5.80e-04	5.80e-04	1	IGF1,SERPINE1,PDGFRB,IGFBP5,PLAU,LRP1,TPM1,SLIT2
GO:0007610	behavior	3.83e-04	3.83e-04	1	FYN,GPR124,SEMA3C,SEMA6A,RASD2,HOXA1,SERPINE1,RARRES2,CXCL12,SEMA5A,FGF1,PDGFRB,F3,EDN2,KDR,DLG4,PDGFRA,CCL21,THBS1,APP,SLIT2,PLK2,NLGN4X,NTRK2,VEGFC,SEMA3D,NBL1,JAM3,GREM1,SEMA6B,SCG2,CLDN5,ROBO2,PJA2
GO:0050795	regulation of behavior	2.19e-05	2.19e-05	1	GPR124,SEMA3C,SEMA6A,HOXA1,SERPINE1,RARRES2,CXCL12,SEMA5A,FGF1,PDGFRB,F3,EDN2,KDR,PDGFRA,CCL21,THBS1,SLIT2,VEGFC,SEMA3D,NBL1,JAM3,GREM1,SEMA6B,SCG2,ROBO2
GO:0048520	positive regulation of behavior	1.63e-02	1.63e-02	1	SERPINE1,RARRES2,CXCL12,SEMA5A,PDGFRB,F3,EDN2,KDR,CCL21,THBS1,SLIT2,VEGFC,SCG2
GO:0048521	negative regulation of behavior	5.29e-04	5.29e-04	1	SEMA3C,SEMA6A,SEMA5A,THBS1,SLIT2,SEMA3D,NBL1,GREM1,SEMA6B,ROBO2
GO:0090066	regulation of anatomical structure size	1.06e-02	1.06e-02	1	LIMA1,SEMA3C,NRCAM,SEMA6A,ABL1,CAV1,CXCL12,SEMA5A,RTN4,SLC12A4,EDN2,AGT,CCL21,SEMA7A,SLIT2,IQGAP2,EDNRA,SEMA3D,CDC42EP3,ISLR2,SEMA6B,MYADM,F2R,PRR16,AQP1,MAGEL2
GO:0090130	tissue migration	8.17e-09	8.17e-09	1	GPR124,FLT4,BCAR1,FAP,SRPX2,ACTA2,SEMA5A,SPARC,FGF1,FOXP1,NRP2,TEK,NR4A1,PLCG1,BMP4,KDR,LOXL2,AGT,THBS1,CYP1B1,FGF7,EPHA2,RHOB,SLIT2,ANGPT1,KIT,ACTG2,GREM1,ZEB2,MCC,SCG2,EGR3,DPP4
GO:0090132	epithelium migration	7.11e-08	7.11e-08	1	GPR124,FLT4,BCAR1,FAP,SRPX2,SEMA5A,SPARC,FGF1,FOXP1,NRP2,TEK,NR4A1,PLCG1,BMP4,KDR,LOXL2,AGT,THBS1,CYP1B1,FGF7,EPHA2,RHOB,SLIT2,ANGPT1,KIT,GREM1,ZEB2,MCC,SCG2,EGR3,DPP4
GO:0040007	growth	1.61e-06	1.61e-06	1	IGF1,BCAR1,KIF26A,FGFR3,EVC,GLI2,SEMA3C,NRCAM,SEMA6A,ABL1,SFRP1,WFS1,SEMA5A,GHR,FGF1,RTN4,NRP2,INHBA,BMP4,SH3BP4,LRP4,AGT,SEMA7A,FGF7,NKD1,APP,ST6GAL2,SLIT2,SFRP2,NLGN4X,LRP12,LATS2,SPOCK1,GJA1,SEMA3D,MMP14,CDA,DDR2,APBB2,ISLR2,SEMA6B,GNG4,S1PR1,SOCS5,SPHK1,BASP1,GAS1,NOG,SLIT3,APOD,DACT3,ENPP1
GO:0048589	developmental growth	5.76e-07	5.76e-07	1	IGF1,FGFR3,EVC,GLI2,SEMA3C,NRCAM,SEMA6A,ABL1,SEMA5A,GHR,FGF1,RTN4,NRP2,BMP4,LRP4,SEMA7A,FGF7,NKD1,APP,SLIT2,NLGN4X,LATS2,SEMA3D,DDR2,ISLR2,SEMA6B,S1PR1,BASP1,GAS1,NOG,SLIT3,APOD
GO:0050818	regulation of coagulation	7.82e-04	7.82e-04	1	FAP,CAV1,SERPINE1,F3,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:0050820	positive regulation of coagulation	2.52e-03	2.52e-03	1	SERPINE1,F3,THBS1,SELP,THBD,F2R
GO:1903034	regulation of response to wounding	4.02e-03	4.02e-03	1	FAP,C1QTNF3,CAV1,SERPINE1,FOXP1,F3,TNFSF4,TEK,PLAU,PTGIS,PDGFRA,AGT,THBS1,SEMA7A,PHLDB2,CASK,ADRA2A,ADAMTS12,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1,PDE2A,PLA2G2A,APOD,CR1,CCL14
GO:1903035	negative regulation of response to wounding	1.03e-03	1.03e-03	1	FAP,C1QTNF3,SERPINE1,TEK,PLAU,PTGIS,PDGFRA,THBS1,PHLDB2,CASK,C1QTNF1,CD34,THBD,PRKG1,APOD
GO:0060284	regulation of cell development	1.94e-10	1.94e-10	1	IGF1,PHLDB1,EPHA3,NGFR,NEDD4,SEMA3C,FBLN1,NRCAM,SEMA6A,BAMBI,ABL1,SFRP1,COL1A1,PTK7,SEMA5A,DPYSL3,RTN4,TGFB3,TWIST1,SNAI1,BMP4,BMP2,LIF,SERPINF1,LRP4,DTX1,ITM2C,SEMA7A,TGFB1I1,PHLDB2,SLIT2,SFRP2,NTRK2,CRB2,ZEB1,LRRC4C,HMGA2,SPOCK1,DAB2,PTPRD,SEMA3D,THY1,SKI,NBL1,BCL6B,HEYL,GREM1,ISLR2,SEMA6B,COL3A1,SDC2,CDK5R1,SOX11,CDH5,MYADM,NOG,CLDN5,SLIT3,ROBO2,TCF4,LPAR1
GO:0071695	anatomical structure maturation	1.95e-02	1.95e-02	1	IGF1,FGFR3,BMP2,GREM1,S1PR1
GO:0048799	organ maturation	2.05e-02	2.05e-02	1	IGF1,FGFR3,BMP2,GREM1
