ecoli_protein	b#	RPKM	piechart	archaea	protozoan	bacteria	actinobacteria	bacteroidetes	gammaproteobacteria	deltaproteobacteria	betaproteobacteria	alphaproteobacteria	clostridiales	leuconostocaceae	lactobacillaceae
yjgA	b4234	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
ybeZ	b0660	99.8	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	17	0	69.09	2.58	0	0	0	8.36	2.78	0
spoT	b3650	85.93	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	26.94	0	44.74	4.45	0	1.26	1.26	7.26	0	0
yadG	b0127	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
aceE	b0114	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
aldH	b1300	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
aldA	b1415	15.24	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	1.9	5.72	3.81	1.91	1.9	0	0	0	0
aldB	b3588	3.59	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	3.59	0	0	0	0	0	0	0	0	0
ydhX	b1671	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
hycI	b2717	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
cydC	b0886	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
cydD	b0887	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
ftsK	b0890	38.91	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	3.53	1	32.27	0	0	0	0	2.1	0	0
ybdR	b0608	7.75	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	5.16	0	0	0	0	0	0	2.58	0	0
ydjI	b1773	3.11	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	3.11	0	0
valS	b4258	173.32	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	22.02	1.99	114.71	11.6	0	0	0	20.94	0	2.06
trmA	b3965	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
yhcO	b3239	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
yciT	b1284	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
yoaA	b1808	3.13	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	3.13	0	0	0	0	0	0	0	0	0
yafM	b0228	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
recO	b2565	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
ogt	b1335	5.49	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	5.49	0	0
-	b1458	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
dcm	b1961	25.09	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	2.62	0	15.69	2.4	0	0	0	4.38	0	0
yraN	b3148	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
dam	b3387	14.79	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	3.06	0	11.73	0	0	0	0	0	0	0
dnaC	b4361	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
alr	b1190	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
wcaE	b2055	10.49	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	10.49	0	0	0	0	0	0	0
gidB	b3740	26.61	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	26.61	0	0	0	0	0	0	0
ybbK	b0489	81.49	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	20.75	0	22.97	23.64	2.56	0	0	11.57	0	0
hypE	b2730	8.14	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	5.44	0	0	0	0	0	0	2.7	0	0
dps	b0812	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
-	b0359	4.09	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	4.09	0	0
ycaK	b0901	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
ycdY	b1035	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
ypfH	b2473	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
yfgC	b2494	24.96	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	3.39	0	21.57	0	0	0	0	0	0	0
hypA	b2726	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
yheT	b3353	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
renD	b0542	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
ynfB	b1583	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
wcaD	b2056	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
dnaT	b4362	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
ybbF	b0524	35.73	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	7.63	0	28.1	0	0	0	0	0	0	0
ybdF	b0579	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
ybhK	b0780	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
yciW	b1287	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
yeaO	b1792	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
yidH	b3676	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
yjhT	b4310	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
yjjX	b4394	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
ycgF	b1163	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
yhdA	b3252	13.81	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	13.81	0	0	0	0	0	0
tatA	b3836	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
tatB	b3838	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
tatC	b3839	3.77	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	3.77	0	0	0	0	0	0	0
ybhF	b0794	13.32	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	6.65	0	3.9	0	0	0	0	2.77	0	0
