GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0014033	neural crest cell differentiation	3.37e-03	3.37e-03	1	SNAI2,SEMA3C,SEMA6A,SEMA5A,SEMA7A,SEMA3D,HAND2,SEMA6B,SOX11
GO:0014031	mesenchymal cell development	1.17e-12	1.17e-12	1	PHLDB1,SNAI2,HGF,EPHA3,SEMA3C,SEMA6A,BAMBI,SFRP1,COL1A1,SEMA5A,TGFB3,TWIST1,SNAI1,BMP2,LOXL2,FOXF2,SEMA7A,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,SEMA3D,HEYL,HAND2,HEY1,GREM1,SEMA6B,HAS2,SOX11,NOG
GO:0014032	neural crest cell development	1.58e-03	1.58e-03	1	SNAI2,SEMA3C,SEMA6A,SEMA5A,SEMA7A,SEMA3D,HAND2,SEMA6B,SOX11
GO:0001568	blood vessel development	1.86e-20	1.86e-20	1	GPR124,FLT4,CALCRL,NRCAM,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,ACTA2,COL1A1,SEMA5A,SPARC,FGF1,PDGFRB,F3,NRP2,TCF21,PKD2,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SOX4,BMP4,KDR,SERPINF1,LOXL2,PDGFRA,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,TGFBR2,HEY1,COL1A2,JAM3,GREM1,HAS2,S1PR1,SCG2,EGFL7,CD34,SPHK1,EGR3,FOXS1,THBS2,COL4A1,APOD,AQP1,ECSCR
GO:0060840	artery development	2.04e-03	2.04e-03	1	FOXF1,HOXA1,PDGFRB,PKD2,LRP1,SOX4,BMP4,HEY1
GO:0035904	aorta development	6.04e-03	6.04e-03	1	PDGFRB,PKD2,LRP1,SOX4,HEY1
GO:0048514	blood vessel morphogenesis	8.25e-19	8.25e-19	1	GPR124,FLT4,CALCRL,NRCAM,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,SEMA5A,SPARC,FGF1,PDGFRB,F3,NRP2,TCF21,PKD2,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SOX4,BMP4,KDR,SERPINF1,LOXL2,PDGFRA,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,TGFBR2,HEY1,JAM3,GREM1,HAS2,SCG2,EGFL7,CD34,SPHK1,EGR3,THBS2,COL4A1,APOD,AQP1,ECSCR
GO:0048844	artery morphogenesis	9.91e-04	9.91e-04	1	FOXF1,HOXA1,PDGFRB,PKD2,LRP1,SOX4,BMP4,HEY1
GO:0035909	aorta morphogenesis	3.81e-02	3.81e-02	1	PDGFRB,LRP1,SOX4,HEY1
GO:0001570	vasculogenesis	3.13e-03	3.13e-03	1	CAV1,PDGFRB,KDR,TGFBR2,HEY1,HAS2,EGFL7,CD34
GO:0035148	tube formation	3.50e-02	3.50e-02	1	HOXA1,SOX4,BMP4,PODXL,PRICKLE1,SKI,DLC1,SOX11
GO:0072175	epithelial tube formation	4.70e-02	4.70e-02	1	SOX4,BMP4,PODXL,PRICKLE1,SKI,DLC1,SOX11
GO:0007507	heart development	1.07e-09	1.07e-09	1	SNAI2,GLI2,PCSK5,FOXF1,CPE,PDGFRB,PKD2,TEK,TWIST1,SNAI1,SOX4,BMP4,BMP2,SMO,MYH11,APLNR,PDGFRA,PRICKLE1,TPM1,SFRP2,NEXN,TGFBR2,HEYL,HAND2,HEY1,DLC1,FBN1,GREM1,COL3A1,ZFPM2,SGCD,HAS2,S1PR1,SH3PXD2B,BASP1,SOX11,NOG,CLDN5,FLRT2
GO:0003170	heart valve development	2.49e-02	2.49e-02	1	TWIST1,SOX4,BMP2,HEYL,HEY1
GO:0003171	atrioventricular valve development	2.05e-02	2.05e-02	1	SOX4,BMP2,HEYL,HEY1
GO:0003007	heart morphogenesis	2.30e-05	2.30e-05	1	SNAI2,FOXF1,CPE,PKD2,TEK,SOX4,BMP4,BMP2,SMO,TPM1,SFRP2,HEYL,HAND2,HEY1,DLC1,ZFPM2,HAS2,S1PR1,SOX11,CLDN5,FLRT2
GO:0003197	endocardial cushion development	1.80e-03	1.80e-03	1	SNAI2,FOXF1,BMP4,BMP2,HEYL,HEY1
GO:0003203	endocardial cushion morphogenesis	2.05e-02	2.05e-02	1	SNAI2,BMP2,HEYL,HEY1
GO:0048738	cardiac muscle tissue development	5.97e-03	5.97e-03	1	PDGFRB,BMP4,BMP2,MYH11,PDGFRA,PRICKLE1,TPM1,NEXN,GREM1,ZFPM2,SGCD,S1PR1,NOG
GO:0001822	kidney development	2.84e-10	2.84e-10	1	GLI2,PCSK5,ACTA2,WFS1,FGF1,PDGFRB,TCF21,PKD2,SOX4,BMP4,BMP2,LIF,PODXL,SMO,LRP4,PDGFRA,AGT,SLIT2,ANGPT1,NPNT,SIX2,HAS2,CD34,BASP1,NOG,ROBO2,MME,SULF2
GO:0061440	kidney vasculature development	1.10e-06	1.10e-06	1	ACTA2,PDGFRB,TCF21,PKD2,BMP4,PDGFRA,ANGPT1,CD34
GO:0061439	kidney vasculature morphogenesis	3.17e-06	3.17e-06	1	PDGFRB,TCF21,PKD2,BMP4,PDGFRA
GO:0072074	kidney mesenchyme development	2.84e-02	2.84e-02	1	TCF21,PKD2,SIX2,BASP1
GO:0090183	regulation of kidney development	3.13e-03	3.13e-03	1	PDGFRB,BMP4,LIF,SMO,AGT,SIX2,BASP1,NOG
GO:0001656	metanephros development	1.41e-04	1.41e-04	1	PDGFRB,TCF21,PKD2,BMP4,LIF,SMO,PDGFRA,SIX2,CD34,BASP1,ROBO2
GO:0072215	regulation of metanephros development	3.81e-02	3.81e-02	1	PDGFRB,BMP4,LIF,BASP1
GO:0001823	mesonephros development	4.14e-06	4.14e-06	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0061217	regulation of mesonephros development	1.80e-03	1.80e-03	1	BMP4,SMO,AGT,SIX2,BASP1,NOG
GO:0072073	kidney epithelium development	2.17e-06	2.17e-06	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,PODXL,SMO,AGT,SLIT2,NPNT,SIX2,CD34,BASP1,NOG,ROBO2
GO:0072163	mesonephric epithelium development	1.27e-06	1.27e-06	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0072164	mesonephric tubule development	1.27e-06	1.27e-06	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0001657	ureteric bud development	9.23e-07	9.23e-07	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0060993	kidney morphogenesis	5.44e-06	5.44e-06	1	FGF1,TCF21,PKD2,SOX4,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,BASP1,NOG
GO:0003338	metanephros morphogenesis	8.55e-04	8.55e-04	1	PKD2,BMP4,LIF,SMO,SIX2,BASP1
GO:0090184	positive regulation of kidney development	3.13e-03	3.13e-03	1	PDGFRB,BMP4,LIF,SMO,AGT,BASP1,NOG
GO:0061213	positive regulation of mesonephros development	4.98e-02	4.98e-02	1	SMO,AGT,BASP1,NOG
GO:0002064	epithelial cell development	8.22e-05	8.22e-05	1	CDK6,ACTA2,PDE4D,BMP4,LIF,PODXL,SMO,EPHA2,BMP6,FZD7,SIX2,BASP1,CDH5,MYADM,CLDN5,PDE2A,RILPL1
GO:0003382	epithelial cell morphogenesis	5.46e-04	5.46e-04	1	BMP4,LIF,SMO,FZD7,SIX2,BASP1,RILPL1
GO:0060231	mesenchymal to epithelial transition	2.11e-04	2.11e-04	1	BMP4,LIF,SMO,FZD7,SIX2,BASP1
GO:0003205	cardiac chamber development	6.01e-03	6.01e-03	1	FOXF1,CPE,TEK,SOX4,BMP4,TPM1,SFRP2,HEYL,HEY1,ZFPM2,SOX11
GO:0003206	cardiac chamber morphogenesis	4.48e-03	4.48e-03	1	FOXF1,CPE,TEK,SOX4,TPM1,SFRP2,HEYL,HEY1,ZFPM2,SOX11
GO:0003231	cardiac ventricle development	1.56e-02	1.56e-02	1	FOXF1,CPE,SOX4,TPM1,SFRP2,HEYL,HEY1,ZFPM2,SOX11
GO:0003281	ventricular septum development	3.12e-02	3.12e-02	1	SOX4,HEYL,HEY1,ZFPM2,SOX11
GO:0003208	cardiac ventricle morphogenesis	3.37e-03	3.37e-03	1	FOXF1,CPE,SOX4,TPM1,SFRP2,HEYL,HEY1,ZFPM2,SOX11
GO:0043589	skin morphogenesis	1.09e-03	1.09e-03	1	COL1A1,ERRFI1,COL1A2
GO:0051271	negative regulation of cellular component movement	2.43e-08	2.43e-08	1	ACTN1,SEMA3C,FBLN1,CHRD,SEMA6A,SFRP1,SERPINE1,CXCL12,SEMA5A,DPYSL3,IGFBP5,RECK,LRP1,CCL21,THBS1,CYP1B1,TPM1,RHOB,PHLDB2,SLIT2,SFRP2,SEMA3D,THY1,NBL1,DLC1,GREM1,SEMA6B,COL3A1,MCC,PODN,NOG,APOD
GO:0002088	lens development in camera-type eye	1.95e-02	1.95e-02	1	WNT2B,EPHA2,SKI,SOX11,MAF
GO:0072006	nephron development	1.57e-07	1.57e-07	1	ACTA2,FGF1,PDGFRB,TCF21,PKD2,BMP4,BMP2,LIF,PODXL,SMO,PDGFRA,AGT,ANGPT1,NPNT,SIX2,CD34,BASP1,NOG,SULF2
GO:0072009	nephron epithelium development	1.94e-05	1.94e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,PODXL,SMO,AGT,NPNT,SIX2,CD34,BASP1,NOG
GO:0072087	renal vesicle development	2.05e-02	2.05e-02	1	BMP4,LIF,SMO,SIX2
GO:0072210	metanephric nephron development	1.08e-05	1.08e-05	1	PDGFRB,TCF21,PKD2,BMP4,LIF,SMO,PDGFRA,SIX2,CD34
GO:0072028	nephron morphogenesis	3.13e-05	3.13e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,NOG
GO:0072088	nephron epithelium morphogenesis	3.13e-05	3.13e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,NOG
GO:0072273	metanephric nephron morphogenesis	2.83e-03	2.83e-03	1	PKD2,BMP4,LIF,SMO,SIX2
GO:0072077	renal vesicle morphogenesis	1.43e-02	1.43e-02	1	BMP4,LIF,SMO,SIX2
GO:0072283	metanephric renal vesicle morphogenesis	3.46e-03	3.46e-03	1	BMP4,LIF,SMO,SIX2
GO:0003337	mesenchymal to epithelial transition involved in metanephros morphogenesis	3.46e-03	3.46e-03	1	BMP4,LIF,SMO,SIX2
GO:0051272	positive regulation of cellular component movement	2.14e-14	2.14e-14	1	IGF1,SNAI2,HGF,FLT4,BCAR1,SEMA3C,FBLN1,LAMB1,SEMA6A,SRPX2,SERPINE1,RARRES2,CXCL12,COL1A1,SEMA5A,SPARC,FGF1,PDGFRB,FOXP1,FN1,F3,NRP2,TEK,TWIST1,PLCG1,SNAI1,BMP4,BMP2,EDN2,KDR,PODXL,PDGFRA,AGT,CCL21,THBS1,SEMA7A,FGF7,CYR61,RHOB,ADRA2A,VEGFC,DAB2,SEMA3D,ANGPT1,MMP14,PDPN,DDR2,SEMA6B,ROR2,HAS2,PDGFD,LRRC15,SPHK1,MYADM,F2R
GO:2000147	positive regulation of cell motility	3.14e-14	3.14e-14	1	IGF1,SNAI2,HGF,FLT4,BCAR1,SEMA3C,FBLN1,LAMB1,SEMA6A,SRPX2,SERPINE1,RARRES2,CXCL12,COL1A1,SEMA5A,SPARC,FGF1,PDGFRB,FOXP1,FN1,F3,NRP2,TEK,TWIST1,PLCG1,SNAI1,BMP4,BMP2,EDN2,KDR,PODXL,PDGFRA,AGT,CCL21,THBS1,SEMA7A,FGF7,CYR61,RHOB,ADRA2A,VEGFC,DAB2,SEMA3D,ANGPT1,MMP14,DDR2,SEMA6B,ROR2,HAS2,PDGFD,LRRC15,SPHK1,MYADM,F2R
GO:0051216	cartilage development	5.87e-07	5.87e-07	1	SNAI2,FGFR3,PTHLH,NKX3-2,MGP,EFEMP1,RUNX2,BMP4,BMP2,LOXL2,WNT2B,ADAMTS7,HMGA2,ADAMTS12,RUNX1,GREM1,BMP1,SULF2
GO:0050920	regulation of chemotaxis	3.65e-06	3.65e-06	1	GPR124,SEMA3C,SEMA6A,SERPINE1,RARRES2,CXCL12,SEMA5A,FGF1,PDGFRB,F3,EDN2,KDR,PDGFRA,CCL21,THBS1,SLIT2,VEGFC,SEMA3D,NBL1,JAM3,GREM1,SEMA6B,SCG2,ROBO2
GO:0050926	regulation of positive chemotaxis	1.14e-02	1.14e-02	1	CXCL12,F3,KDR,VEGFC,SCG2
GO:0050922	negative regulation of chemotaxis	2.71e-04	2.71e-04	1	SEMA3C,SEMA6A,SEMA5A,THBS1,SLIT2,SEMA3D,NBL1,GREM1,SEMA6B,ROBO2
GO:0002688	regulation of leukocyte chemotaxis	1.91e-02	1.91e-02	1	SERPINE1,RARRES2,CXCL12,EDN2,CCL21,THBS1,SLIT2,VEGFC,NBL1,JAM3,GREM1
GO:0032835	glomerulus development	2.36e-05	2.36e-05	1	ACTA2,PDGFRB,TCF21,BMP4,PODXL,PDGFRA,ANGPT1,CD34,BASP1,NOG,SULF2
GO:0072224	metanephric glomerulus development	2.05e-02	2.05e-02	1	PDGFRB,TCF21,PDGFRA,CD34
GO:0072012	glomerulus vasculature development	1.18e-05	1.18e-05	1	ACTA2,PDGFRB,TCF21,BMP4,PDGFRA,ANGPT1,CD34
GO:0072109	glomerular mesangium development	3.46e-03	3.46e-03	1	ACTA2,PDGFRB,BMP4,CD34
GO:0072239	metanephric glomerulus vasculature development	3.46e-03	3.46e-03	1	PDGFRB,TCF21,PDGFRA,CD34
GO:0090303	positive regulation of wound healing	2.27e-02	2.27e-02	1	SERPINE1,F3,THBS1,ADRA2A,SELP,THBD,F2R
GO:0030194	positive regulation of blood coagulation	2.52e-03	2.52e-03	1	SERPINE1,F3,THBS1,SELP,THBD,F2R
GO:0061326	renal tubule development	4.61e-05	4.61e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,NOG,COL4A1
GO:0072080	nephron tubule development	2.19e-04	2.19e-04	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,NOG
GO:0061333	renal tubule morphogenesis	4.11e-05	4.11e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG,COL4A1
GO:0072078	nephron tubule morphogenesis	1.29e-04	1.29e-04	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG
GO:0072171	mesonephric tubule morphogenesis	4.18e-05	4.18e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG
GO:0060675	ureteric bud morphogenesis	3.06e-05	3.06e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG
GO:0001658	branching involved in ureteric bud morphogenesis	1.57e-05	1.57e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG
GO:2000736	regulation of stem cell differentiation	1.03e-05	1.03e-05	1	PHLDB1,EPHA3,BAMBI,SFRP1,COL1A1,TGFB3,TWIST1,SNAI1,BMP2,PDGFRA,PRICKLE1,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,GREM1
GO:0060688	regulation of morphogenesis of a branching structure	7.63e-04	7.63e-04	1	HGF,RTN4,BMP4,SMO,AGT,SIX2,NOG
GO:0051960	regulation of nervous system development	3.44e-07	3.44e-07	1	EPHA3,NGFR,NEDD4,SEMA3C,CHRD,NRCAM,SEMA6A,ABL1,SRPX2,PTK7,SEMA5A,DPYSL3,RTN4,BMP2,LRRC4B,SERPINF1,LRP4,DTX1,ITM2C,SEMA7A,SLIT2,NTRK2,ZEB1,LRRC4C,SPOCK1,PTPRD,SEMA3D,THY1,SKI,NBL1,BCL6B,HEYL,ISLR2,SEMA6B,COL3A1,SDC2,NLGN2,CDK5R1,SOX11,NOG,SLIT3,ROBO2,TCF4,LPAR1,ARHGEF15
GO:0051962	positive regulation of nervous system development	2.17e-03	2.17e-03	1	EPHA3,NGFR,NRCAM,SEMA6A,SRPX2,PTK7,SEMA5A,DPYSL3,BMP2,LRRC4B,SERPINF1,SEMA7A,SLIT2,NTRK2,ZEB1,PTPRD,NBL1,HEYL,ISLR2,NLGN2,SOX11,ROBO2,TCF4
GO:0051961	negative regulation of nervous system development	9.65e-07	9.65e-07	1	NGFR,SEMA3C,CHRD,SEMA6A,SEMA5A,DPYSL3,RTN4,LRP4,DTX1,ITM2C,SLIT2,SPOCK1,SEMA3D,THY1,SKI,SEMA6B,COL3A1,SOX11,NOG,ROBO2,LPAR1,ARHGEF15
GO:0050767	regulation of neurogenesis	3.96e-06	3.96e-06	1	EPHA3,NGFR,NEDD4,SEMA3C,NRCAM,SEMA6A,ABL1,PTK7,SEMA5A,DPYSL3,RTN4,BMP2,SERPINF1,LRP4,DTX1,ITM2C,SEMA7A,SLIT2,NTRK2,ZEB1,LRRC4C,SPOCK1,PTPRD,SEMA3D,THY1,SKI,NBL1,BCL6B,HEYL,ISLR2,SEMA6B,COL3A1,SDC2,CDK5R1,SOX11,NOG,SLIT3,ROBO2,TCF4,LPAR1
GO:0003179	heart valve morphogenesis	2.49e-02	2.49e-02	1	TWIST1,SOX4,BMP2,HEYL,HEY1
GO:0003181	atrioventricular valve morphogenesis	9.51e-03	9.51e-03	1	SOX4,BMP2,HEYL,HEY1
GO:0072102	glomerulus morphogenesis	8.09e-04	8.09e-04	1	PDGFRB,TCF21,BMP4,PDGFRA
GO:0072103	glomerulus vasculature morphogenesis	5.89e-05	5.89e-05	1	PDGFRB,TCF21,BMP4,PDGFRA
GO:0072275	metanephric glomerulus morphogenesis	1.09e-03	1.09e-03	1	PDGFRB,TCF21,PDGFRA
GO:0072276	metanephric glomerulus vasculature morphogenesis	1.09e-03	1.09e-03	1	PDGFRB,TCF21,PDGFRA
GO:0001525	angiogenesis	1.96e-16	1.96e-16	1	GPR124,FLT4,CALCRL,NRCAM,SRPX2,SFRP1,HOXA3,SERPINE1,SEMA5A,SPARC,FGF1,PDGFRB,F3,NRP2,TCF21,TEK,TGFBI,TWIST1,NR4A1,PLCG1,PTGIS,BMP4,KDR,SERPINF1,LOXL2,PDGFRA,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,TGFBR2,HEY1,JAM3,GREM1,SCG2,CD34,SPHK1,EGR3,THBS2,COL4A1,APOD,AQP1,ECSCR
GO:0002040	sprouting angiogenesis	6.25e-06	6.25e-06	1	GPR124,FLT4,SRPX2,SEMA5A,TEK,NR4A1,BMP4,KDR,LOXL2,THBS1,SLIT2,ANGPT1,GREM1,EGR3
GO:0002042	cell migration involved in sprouting angiogenesis	3.31e-02	3.31e-02	1	SRPX2,NR4A1,KDR,SLIT2,GREM1,EGR3
GO:0045765	regulation of angiogenesis	2.15e-07	2.15e-07	1	GPR124,SRPX2,SFRP1,SERPINE1,SEMA5A,SPARC,FGF1,F3,TEK,TWIST1,PLCG1,PTGIS,KDR,SERPINF1,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SFRP2,RUNX1,CD34,SPHK1,THBS2,AQP1,ECSCR
GO:0045766	positive regulation of angiogenesis	1.97e-07	1.97e-07	1	SRPX2,SERPINE1,SEMA5A,FGF1,F3,TEK,TWIST1,PLCG1,PTGIS,KDR,THBS1,CYP1B1,ECM1,RHOB,SFRP2,RUNX1,CD34,SPHK1,AQP1
GO:0072104	glomerular capillary formation	5.89e-05	5.89e-05	1	PDGFRB,TCF21,BMP4,PDGFRA
GO:0072277	metanephric glomerular capillary formation	1.09e-03	1.09e-03	1	PDGFRB,TCF21,PDGFRA
GO:0021915	neural tube development	1.17e-03	1.17e-03	1	GLI2,CHRD,PKD2,SOX4,ALDH1A2,PRICKLE1,SKI,DLC1,DACT1,SOX11
GO:0045597	positive regulation of cell differentiation	5.89e-12	5.89e-12	1	IGF1,HGF,EHD2,EPHA3,GPC1,NGFR,GLI2,NRCAM,SEMA6A,BAMBI,ABL1,SFRP1,SFRP4,RARRES2,GLI3,COL1A1,PTK7,SEMA5A,DPYSL3,TNFSF4,CTGF,TGFB3,ACVR2A,INHBA,TWIST1,SNAI1,BMP4,BMP2,KDR,LIF,SERPINF1,LOXL2,CD36,AGT,SEMA7A,TGFB1I1,CYR61,SLIT2,SFRP2,NTRK2,CRB2,ZEB1,DAB2,BMP6,PTPRD,MMP14,NBL1,RUNX1,DDR2,TGFBR2,HEYL,GREM1,ISLR2,NPNT,ZEB2,SOCS5,CD34,ZHX3,LPL,SOX11,CDH5,MYADM,TMEM119,CLDN5,ROBO2,MAPK12,PLA2G2A,TCF4
GO:2000738	positive regulation of stem cell differentiation	1.29e-03	1.29e-03	1	BAMBI,COL1A1,TGFB3,TWIST1,SNAI1,BMP2,TGFB1I1,CRB2,DAB2
GO:0010720	positive regulation of cell development	6.96e-06	6.96e-06	1	EPHA3,NGFR,NRCAM,SEMA6A,BAMBI,COL1A1,PTK7,SEMA5A,DPYSL3,TGFB3,TWIST1,SNAI1,BMP4,BMP2,LIF,SERPINF1,SEMA7A,TGFB1I1,SLIT2,NTRK2,CRB2,ZEB1,DAB2,PTPRD,NBL1,HEYL,ISLR2,SOX11,CDH5,MYADM,CLDN5,ROBO2,TCF4
GO:0050769	positive regulation of neurogenesis	7.10e-03	7.10e-03	1	EPHA3,NGFR,NRCAM,SEMA6A,PTK7,SEMA5A,DPYSL3,BMP2,SERPINF1,SEMA7A,SLIT2,NTRK2,ZEB1,PTPRD,NBL1,HEYL,ISLR2,SOX11,ROBO2,TCF4
GO:0045669	positive regulation of osteoblast differentiation	7.33e-07	7.33e-07	1	IGF1,HGF,ACVR2A,BMP4,BMP2,CYR61,BMP6,DDR2,NPNT,ZHX3,SOX11,TMEM119
GO:0045596	negative regulation of cell differentiation	2.68e-10	2.68e-10	1	IGF1,SNAI2,NGFR,FSTL3,TRIB2,SEMA3C,FBLN1,PTHLH,CHRD,SEMA6A,SFRP1,CDK6,CAV1,GLI3,NKX3-2,SEMA5A,DPYSL3,RTN4,EFEMP1,TNFSF4,INHBA,TWIST1,BMP4,BMP2,LRRC17,COL5A1,LRP4,DTX1,ITM2C,ADAMTS7,PRICKLE1,SLIT2,SFRP2,ADAMTS12,SPOCK1,SEMA3D,THY1,FZD7,SKI,RUNX1,GREM1,SEMA6B,COL3A1,ZFPM2,SOCS5,SOX11,NOG,ENPP1,LPAR1,COL5A2,TWIST2
GO:1902106	negative regulation of leukocyte differentiation	4.76e-03	4.76e-03	1	FSTL3,SFRP1,GLI3,TNFSF4,INHBA,BMP4,LRRC17,RUNX1,SOCS5
GO:0045620	negative regulation of lymphocyte differentiation	6.02e-03	6.02e-03	1	SFRP1,GLI3,TNFSF4,INHBA,BMP4,SOCS5
GO:0010721	negative regulation of cell development	2.48e-05	2.48e-05	1	IGF1,NGFR,SEMA3C,FBLN1,SEMA6A,SFRP1,SEMA5A,DPYSL3,RTN4,LRP4,DTX1,ITM2C,SLIT2,SFRP2,SPOCK1,SEMA3D,THY1,SKI,SEMA6B,COL3A1,SOX11,NOG,LPAR1
GO:0050768	negative regulation of neurogenesis	1.86e-05	1.86e-05	1	NGFR,SEMA3C,SEMA6A,SEMA5A,DPYSL3,RTN4,LRP4,DTX1,ITM2C,SLIT2,SPOCK1,SEMA3D,THY1,SKI,SEMA6B,COL3A1,SOX11,NOG,LPAR1
GO:0045668	negative regulation of osteoblast differentiation	6.02e-03	6.02e-03	1	CHRD,CDK6,TWIST1,SKI,NOG,TWIST2
GO:0060326	cell chemotaxis	2.00e-04	2.00e-04	1	HGF,BCAR1,SERPINE1,RARRES2,CXCL12,SEMA5A,FGF1,PDGFRB,NR4A1,EDN2,PDGFRA,CCL21,THBS1,EPHA2,SLIT2,CXCL14,VEGFC,KIT,NBL1,JAM3,GREM1,SCG2,EGR3,LPAR1,CCL14
GO:0035767	endothelial cell chemotaxis	3.86e-02	3.86e-02	1	SEMA5A,FGF1,NR4A1,THBS1,EGR3
GO:0061298	retina vasculature development in camera-type eye	9.51e-03	9.51e-03	1	PDGFRB,PDGFRA,CYP1B1,COL4A1
GO:0030334	regulation of cell migration	3.45e-18	3.45e-18	1	IGF1,SNAI2,HGF,FLT4,BCAR1,SEMA3C,FBLN1,CHRD,LAMB1,SEMA6A,SRPX2,SFRP1,SERPINE1,RARRES2,CXCL12,COL1A1,SEMA5A,SPARC,FGF1,DPYSL3,PDGFRB,FOXP1,RTN4,FN1,IGFBP5,F3,NRP2,TEK,RECK,PLAU,LRP1,PLCG1,SNAI1,BMP4,BMP2,EDN2,KDR,PODXL,PDGFRA,AGT,CCL21,THBS1,CYP1B1,SEMA7A,FGF7,TPM1,EPHA2,CYR61,RHOB,PHLDB2,SLIT2,SFRP2,ADRA2A,VEGFC,DAB2,SEMA3D,THY1,ROBO4,ANGPT1,MMP14,NBL1,NEXN,DDR2,DLC1,JAM3,GREM1,SEMA6B,COL3A1,ROR2,HAS2,PDGFD,MCC,LRRC15,PODN,SPHK1,MYADM,F2R,NOG,APOD
GO:0014910	regulation of smooth muscle cell migration	1.66e-04	1.66e-04	1	IGF1,SERPINE1,PDGFRB,IGFBP5,PLAU,LRP1,TPM1,SLIT2
GO:0030168	platelet activation	6.19e-07	6.19e-07	1	FYN,IGF1,HGF,BCAR1,ACTN1,SERPINE1,COL1A1,VWF,SPARC,FN1,TGFB3,ITPR2,F13A1,CALU,PDGFRA,CD36,THBS1,MMRN1,APP,RHOB,ADRA2A,VEGFC,GNA14,COL1A2,IGF2,COL3A1,C1QTNF1,SELP,THBD,F2R,PRKG1,GNG2,CFD,F5
GO:0061005	cell differentiation involved in kidney development	1.14e-02	1.14e-02	1	ACTA2,TCF21,LIF,PODXL,SIX2,CD34,BASP1
GO:0061154	endothelial tube morphogenesis	2.84e-02	2.84e-02	1	FOXP1,BMP4,RHOB,ADAMTS12
GO:2000027	regulation of organ morphogenesis	4.51e-07	4.51e-07	1	HGF,ASPN,BMP4,BMP2,LIF,SMO,AGT,FGF7,NKD1,DAB2,HAND2,DACT1,GREM1,SIX2,CD34,BASP1,NOG
GO:2000826	regulation of heart morphogenesis	4.98e-02	4.98e-02	1	BMP4,BMP2,SMO,HAND2
GO:0090189	regulation of branching involved in ureteric bud morphogenesis	6.04e-03	6.04e-03	1	BMP4,SMO,AGT,SIX2,NOG
GO:0002062	chondrocyte differentiation	2.02e-08	2.02e-08	1	SNAI2,FGFR3,PTHLH,NKX3-2,EFEMP1,RUNX2,BMP4,BMP2,LOXL2,WNT2B,ADAMTS7,HMGA2,ADAMTS12,RUNX1,GREM1,SULF2
GO:0061035	regulation of cartilage development	6.94e-07	6.94e-07	1	SNAI2,PTHLH,NKX3-2,EFEMP1,BMP4,BMP2,LOXL2,ADAMTS7,ADAMTS12,GREM1,BMP1
GO:0061037	negative regulation of cartilage development	1.18e-05	1.18e-05	1	SNAI2,PTHLH,NKX3-2,EFEMP1,ADAMTS7,ADAMTS12,GREM1
